"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 15 10:40:35 CST 2026","Thu Jan 15 10:40:37 CST 2026","2074","script.v1_6_2","test_audio_send_asr","","","","测试url为url错误","
    测试语音转文字
    "
"passed","Thu Jan 15 10:40:41 CST 2026","Thu Jan 15 10:40:50 CST 2026","8882","script.v1_6_2","test_audio_send_asr","","","","语音转文字验证1","
    语音转文字
    "
"passed","Thu Jan 15 10:39:55 CST 2026","Thu Jan 15 10:39:58 CST 2026","3161","script.v1_6_2","test_audio_send_asr","","","","测试参数均正确的情况-较短","
    发送语音消息
    "
"passed","Thu Jan 15 10:39:58 CST 2026","Thu Jan 15 10:40:01 CST 2026","2352","script.v1_6_2","test_audio_send_asr","","","","测试content为敏感语音","
    发送语音消息
    "
"passed","Thu Jan 15 10:41:53 CST 2026","Thu Jan 15 10:41:55 CST 2026","1637","script.v1_6_2","test_notify_push","","","","发送通知消息-语音","
    在发送消息
    "
"passed","Thu Jan 15 10:41:15 CST 2026","Thu Jan 15 10:41:19 CST 2026","3353","script.v1_6_2","test_audio_send_asr","","","","拉取会话消息-自建群","
    测试拉取会话
    "
"passed","Thu Jan 15 10:41:08 CST 2026","Thu Jan 15 10:41:12 CST 2026","3357","script.v1_6_2","test_audio_send_asr","","","","拉取会话消息-游戏群","
    拉取会话消息
    "
"passed","Thu Jan 15 10:39:39 CST 2026","Thu Jan 15 10:39:42 CST 2026","2802","script.v1_6_2","test_audio_send_asr","","","","语音消息发送-世界群","
    在发送消息
    "
"passed","Thu Jan 15 10:40:10 CST 2026","Thu Jan 15 10:40:11 CST 2026","297","script.v1_6_2","test_audio_send_asr","","","","测试content为None","
    发送语音消息
    "
"passed","Thu Jan 15 10:41:04 CST 2026","Thu Jan 15 10:41:06 CST 2026","2339","script.v1_6_2","test_audio_send_asr","","","","发送语音评论","
    评论消息
    "
"passed","Thu Jan 15 10:39:42 CST 2026","Thu Jan 15 10:39:45 CST 2026","2627","script.v1_6_2","test_audio_send_asr","","","","语音消息发送-联盟群","
    在发送消息
    "
"passed","Thu Jan 15 10:42:00 CST 2026","Thu Jan 15 10:42:04 CST 2026","3368","script.v1_6_2","test_notify_push","","","","拉取会话消息-私聊","
    测试拉取会话
    "
"passed","Thu Jan 15 10:40:18 CST 2026","Thu Jan 15 10:40:19 CST 2026","292","script.v1_6_2","test_audio_send_asr","","","","测试duration为None","
    发送语音消息
    "
"passed","Thu Jan 15 10:41:28 CST 2026","Thu Jan 15 10:41:29 CST 2026","1606","script.v1_6_2","test_notify_push","","","","发送通知消息-私聊","
    在发送消息
    "
"passed","Thu Jan 15 10:40:24 CST 2026","Thu Jan 15 10:40:26 CST 2026","2325","script.v1_6_2","test_audio_send_asr","","","","测试参数均正确的情况","
    测试语音转文字
    "
"passed","Thu Jan 15 10:40:41 CST 2026","Thu Jan 15 10:40:41 CST 2026","219","script.v1_6_2","test_audio_send_asr","","","","测试url为None","
    测试语音转文字
    "
"passed","Thu Jan 15 10:41:57 CST 2026","Thu Jan 15 10:42:00 CST 2026","3339","script.v1_6_2","test_notify_push","","","","拉取会话消息-游戏群","
    拉取会话消息
    "
"passed","Thu Jan 15 10:41:31 CST 2026","Thu Jan 15 10:41:32 CST 2026","1626","script.v1_6_2","test_notify_push","","","","发送通知消息-自建群","
    在发送消息
    "
"passed","Thu Jan 15 10:40:10 CST 2026","Thu Jan 15 10:40:10 CST 2026","599","script.v1_6_2","test_audio_send_asr","","","","测试content类型错误","
    发送语音消息
    "
"passed","Thu Jan 15 10:40:19 CST 2026","Thu Jan 15 10:40:21 CST 2026","2637","script.v1_6_2","test_audio_send_asr","","","","测试duration为1500","
    发送语音消息
    "
"passed","Thu Jan 15 10:41:22 CST 2026","Thu Jan 15 10:41:25 CST 2026","2966","script.v1_6_2","test_audio_send_asr","","","","批量翻译成功","
    批量翻译接口
    "
"passed","Thu Jan 15 10:41:51 CST 2026","Thu Jan 15 10:41:51 CST 2026","316","script.v1_6_2","test_notify_push","","","","测试通知type为类型错误","
    发送语音消息
    "
"passed","Thu Jan 15 10:40:13 CST 2026","Thu Jan 15 10:40:15 CST 2026","1312","script.v1_6_2","test_audio_send_asr","","","","测试duration为11000","
    发送语音消息
    "
"passed","Thu Jan 15 10:41:32 CST 2026","Thu Jan 15 10:41:34 CST 2026","1592","script.v1_6_2","test_notify_push","","","","测试通知消息为文本","
    发送语音消息
    "
"passed","Thu Jan 15 10:40:50 CST 2026","Thu Jan 15 10:41:04 CST 2026","13468","script.v1_6_2","test_audio_send_asr","","","","语音转文字验证2","
    语音转文字
    "
"passed","Thu Jan 15 10:40:18 CST 2026","Thu Jan 15 10:40:18 CST 2026","290","script.v1_6_2","test_audio_send_asr","","","","测试duration为str","
    发送语音消息
    "
"passed","Thu Jan 15 10:40:17 CST 2026","Thu Jan 15 10:40:18 CST 2026","1336","script.v1_6_2","test_audio_send_asr","","","","测试duration为-1","
    发送语音消息
    "
"passed","Thu Jan 15 10:42:10 CST 2026","Thu Jan 15 10:42:14 CST 2026","3233","script.v1_6_2","test_notify_push","","","","批量翻译成功","
    批量翻译接口
    "
"passed","Thu Jan 15 10:41:34 CST 2026","Thu Jan 15 10:41:37 CST 2026","2578","script.v1_6_2","test_notify_push","","","","测试通知消息为语音","
    发送语音消息
    "
"passed","Thu Jan 15 10:41:29 CST 2026","Thu Jan 15 10:41:31 CST 2026","1627","script.v1_6_2","test_notify_push","","","","发送通知消息-世界群","
    在发送消息
    "
